id,weak_label,model_label,model_confidence,model_source,rule_label,rule_confidence,suggested_gold_label,needs_review,entity,answer_span,start,end,cue,text,source,notes
silver-00225,negated,negated,0.95,rules,negated,0.95,negated,false,现在一般绝不会有什么症,现在一般绝不会有什么症,42,53,无,前列腺中的纤维化点一般就是既往有前列腺慢性炎症，愈后遗留下的，只好代表以前有过炎症，现在一般绝不会有什么症状，也无须治疗。,dialogue_weak:前列腺钙化:answer:男科5-13000.csv:389,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00226,negated,negated,0.95,rules,negated,0.95,negated,false,又称之为非特异性附睾炎,又称之为非特异性附睾炎,19,30,阴性,由于传染细菌为革兰阴性杆菌和阳性球菌，又称之为非特异性附睾炎。,dialogue_weak:急性附睾炎:answer:男科5-13000.csv:398,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00227,negated,negated,0.95,rules,negated,0.95,negated,false,前列腺炎,前列腺炎,0,4,无,前列腺炎分细菌性和无菌性，细菌性里还要知晓是哪一种致病菌引来的，如链球菌，大肠杆菌，支原体，衣原体，金黄葡萄球菌等，所以建议你还需要有明确确诊后方才能对症性治疗，病原体不同用药和治疗方案拥有差异，否则容易反反复复复发建议：与吃辛辣食物恰恰相反，清淡饮食可以减低前列腺的压力。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:404,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00228,negated,negated,0.95,rules,negated,0.95,negated,false,细菌性里还要知晓是哪一种致病,细菌性里还要知晓是哪一种致病,13,27,无,前列腺炎分细菌性和无菌性，细菌性里还要知晓是哪一种致病菌引来的，如链球菌，大肠杆菌，支原体，衣原体，金黄葡萄球菌等，所以建议你还需要有明确确诊后方才能对症性治疗，病原体不同用药和治疗方案拥有差异，否则容易反反复复复发建议：与吃辛辣食物恰恰相反，清淡饮食可以减低前列腺的压力。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:404,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00229,negated,negated,0.95,rules,negated,0.95,negated,false,成功自愈了前列腺炎,成功自愈了前列腺炎,100,109,无,超导体涡流磁透析技术，是集高频电磁场剧烈震荡效应、热效应、生物离子、电化学效应、细胞修复效应于一体，将药物直通病灶并迅速吸收，进阶前列腺炎难治的根本原因，实打实以无懈可击的绝对优势设在各传统疗法之上，成功自愈了前列腺炎患者建议到当地正规男科医院去检查一下，在针对治疗。,dialogue_weak:前列腺囊肿:answer:男科5-13000.csv:416,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00230,negated,negated,0.95,rules,negated,0.95,negated,false,损伤,损伤,28,30,无,对于各种前列腺疾病均有重要的确诊意义，具备简便、无创、无损伤、快速等优点。,dialogue_weak:前列腺钙化:answer:男科5-13000.csv:434,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00231,negated,negated,0.95,rules,negated,0.95,negated,false,甚至清醒时精液自行滑出的病症,甚至清醒时精液自行滑出的病症,20,34,无,“滑精”又称“滑泄”，是指夜间无梦而遗，甚至清醒时精液自行滑出的病症。,dialogue_weak:遗精:answer:男科5-13000.csv:454,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00232,negated,negated,0.95,rules,negated,0.95,negated,false,并且将炎性病,并且将炎性病,39,45,无,睾丸炎也可以致使男性失去生育能力，睾丸炎可致使死精，无精，使男性失去生育能力，并且将炎性病菌传染给直系亲属，引发妇科疾病，给妻子健康带给巨大伤害。,dialogue_weak:睾丸炎:answer:男科5-13000.csv:464,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00233,negated,negated,0.95,rules,negated,0.95,negated,false,下炎症,下炎症,24,27,排除,首先有白色分泌物需要有及时做个常规仔细检查，排除下炎症，另外头昏，注意力不集中多与肾虚有关系。,dialogue_weak:阳痿:answer:男科5-13000.csv:479,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00234,negated,negated,0.95,rules,negated,0.95,negated,false,一般只要不继发感染,一般只要不继发感染,10,19,无,较小而无症状的囊肿，一般只要不继发感染等，可不必治疗，只是要留意动态仔细观察其变动即可。,dialogue_weak:前列腺囊肿:answer:男科5-13000.csv:506,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00235,negated,negated,0.95,rules,negated,0.95,negated,false,较大的囊肿或有症,较大的囊肿或有症,19,27,无,建议您，较小而无症状的囊肿可不必治疗，较大的囊肿或有症状的小囊肿可用手术治疗。,dialogue_weak:前列腺囊肿:answer:男科5-13000.csv:533,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00236,negated,negated,0.95,rules,negated,0.95,negated,false,较大血管瘤可有肝区胀痛.肿瘤,较大血管瘤可有肝区胀痛.肿瘤,37,51,无,"前列腺钙化灶证明以前有过炎症，肝血管瘤是肝脏的良性肿瘤.小血管瘤多无症状,较大血管瘤可有肝区胀痛.肿瘤直径5cm者,无症状的者,不需救治.平时留意不要剧烈运动,以免血管瘤破碎,按时复查,随诊即可.如果大于5厘米,建议插手救治,属于微创手术,恢复快,效果好，1.饮食:少吃盐、炒菜少放油,不能够吃肥肉,不能够吃油炸食物。",dialogue_weak:前列腺钙化:answer:男科5-13000.csv:553,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00237,negated,negated,0.95,rules,negated,0.95,negated,false,cm,cm,54,56,无,"前列腺钙化灶证明以前有过炎症，肝血管瘤是肝脏的良性肿瘤.小血管瘤多无症状,较大血管瘤可有肝区胀痛.肿瘤直径5cm者,无症状的者,不需救治.平时留意不要剧烈运动,以免血管瘤破碎,按时复查,随诊即可.如果大于5厘米,建议插手救治,属于微创手术,恢复快,效果好，1.饮食:少吃盐、炒菜少放油,不能够吃肥肉,不能够吃油炸食物。",dialogue_weak:前列腺钙化:answer:男科5-13000.csv:553,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00238,negated,negated,0.95,rules,negated,0.95,negated,false,以免血管瘤,以免血管瘤,80,85,无,"前列腺钙化灶证明以前有过炎症，肝血管瘤是肝脏的良性肿瘤.小血管瘤多无症状,较大血管瘤可有肝区胀痛.肿瘤直径5cm者,无症状的者,不需救治.平时留意不要剧烈运动,以免血管瘤破碎,按时复查,随诊即可.如果大于5厘米,建议插手救治,属于微创手术,恢复快,效果好，1.饮食:少吃盐、炒菜少放油,不能够吃肥肉,不能够吃油炸食物。",dialogue_weak:前列腺钙化:answer:男科5-13000.csv:553,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00239,negated,negated,0.95,rules,negated,0.95,negated,false,若拆分有前列腺炎症,若拆分有前列腺炎症,33,42,无,鉴于上述情况，对于单纯的前列腺钙化，常无须治疗，对健康没特殊干扰，若拆分有前列腺炎症，可及时治疗，以防加重就行。,dialogue_weak:前列腺钙化:answer:男科5-13000.csv:570,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00240,negated,negated,0.95,rules,negated,0.95,negated,false,生殖器疾病,生殖器疾病,78,83,没有,"对于你问的问题，性功能是男科疾病，那么看你是什么状况，性功能是分为:1性生理，2性心理疾病，3生育与计划生育,4男性生殖系统疾病,包括勃起功能障碍、不育症、生殖器疾病等，您的描述没有说是什么性功能，所以根据您的实际情况来挂什么科，实在不知道就去挂男科或者泌尿科，希望上述答案能帮助到您",dialogue_weak:男性功能障碍:answer:男科5-13000.csv:615,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00241,negated,negated,0.95,rules,negated,0.95,negated,false,一般只要不继发感染,一般只要不继发感染,13,22,无,你好，较小而无症状的囊肿，一般只要不继发感染等，可不必治疗，只是要注意动态仔细观察其变动即可.较大的囊肿或有症状的小囊肿可用手术治疗。,dialogue_weak:前列腺囊肿:answer:男科5-13000.csv:638,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00242,negated,negated,0.95,rules,negated,0.95,negated,false,性生活也可能会患病,性生活也可能会患病,44,53,没有,根据你说的情况，您想吃药来丧失自己的性功能，有这种想法是非常不好的，因为您才35岁，没有性生活也可能会患病，建议你要及时的调整自己的心态了，如果是两人感情有问题，妻子不愿意跟你过性生活要及时跟对方沟通交流，有什么问题可以及时的表达倾诉出来，不要有这种极端的想法，你还年轻，和谐的夫妻生活能增加双方的感情,dialogue_weak:男性功能障碍:answer:男科5-13000.csv:656,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00243,negated,negated,0.95,rules,negated,0.95,negated,false,其他异常症,其他异常症,19,24,没有,如果是偶尔遗精，可用于正常人，如果没有其他异常症状，可以暂时观察，如果频繁遗精是不正常的，可见于肾虚，受到不良刺激等引起。,dialogue_weak:遗精:answer:男科5-13000.csv:664,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00244,negated,negated,0.95,rules,negated,0.95,negated,false,是激素方面的病症,是激素方面的病症,26,34,排除,长期这种情况的话建议你去正规医院做个详细的检查，排除是激素方面的病症，建议保持良好的生活习惯，戒烟，戒酒，适当的锻炼，作息也要规律这样防止出现体质下降引发其他疾病。,dialogue_weak:男性功能障碍:answer:男科5-13000.csv:688,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00245,negated,negated,0.95,rules,negated,0.95,negated,false,性生活也可能会患病,性生活也可能会患病,50,59,没有,根据你说的情况，您想某些药物或者食品来丧失自己的性功能，有这种想法是非常正确的，因为您才40岁，没有性生活也可能会患病，建议你要调整自己的心态，如果不是两人感情有问题，妻子不愿意跟你过性生活要及时跟对方沟通交流，有什么问题可以及时的表达倾诉出来，不要有这种极端的想法，你还年轻,dialogue_weak:男性功能障碍:answer:男科5-13000.csv:696,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00246,negated,negated,0.95,rules,negated,0.95,negated,false,口服0个星期的药,口服0个星期的药,5,13,无,小便无力，口服0个星期的药，然后再次出现了小腹坠胀，睾丸疼痛这种情况可能是前列腺炎或者是附睾炎。,dialogue_weak:前列腺囊肿:answer:男科5-13000.csv:725,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00247,negated,negated,0.95,rules,negated,0.95,negated,false,0个星期的药,0个星期的药,7,13,无,小便无力，口服0个星期的药，然后再次出现了小腹坠胀，睾丸疼痛这种情况可能是前列腺炎或者是附睾炎。,dialogue_weak:前列腺囊肿:answer:男科5-13000.csv:725,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00248,negated,negated,0.95,rules,negated,0.95,negated,false,性欲减低等有关的症,性欲减低等有关的症,21,30,无,男性正常性功能水平是没早泄、早泄、无性欲、性欲减低等有关的症状，夫妻之间的性生活非常的和谐，双方都很快乐。,dialogue_weak:男性功能障碍:answer:男科5-13000.csv:781,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00249,negated,negated,0.95,rules,negated,0.95,negated,false,论吃什么药,论吃什么药,40,45,无,前列腺炎一般与活动量少，休息不规律，饮水鲜有关系，可以有尿频尿急尿不尽的情况，无论吃什么药物，都应当生活规律，如果经常吃抗菌药，并且前列腺炎这种疾病不易全愈。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:851,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00250,negated,negated,0.95,rules,negated,0.95,negated,false,经常吃抗菌药,经常吃抗菌药,57,63,无,前列腺炎一般与活动量少，休息不规律，饮水鲜有关系，可以有尿频尿急尿不尽的情况，无论吃什么药物，都应当生活规律，如果经常吃抗菌药，并且前列腺炎这种疾病不易全愈。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:851,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00251,negated,negated,0.95,rules,negated,0.95,negated,false,致病,致病,0,2,阴性,致病菌多为革兰阴性菌、链球菌、淋球菌、支原体、衣原体等等。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:883,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00252,negated,negated,0.95,rules,negated,0.95,negated,false,性欲冷淡等等多个方面症,性欲冷淡等等多个方面症,40,51,无,男性性功能障碍的症状因分类不同也有所区别，一般再次出现早泄、无法勃起、射精障碍、性欲冷淡等等多个方面症状，也有多种不同症状同时再次出现的情况。,dialogue_weak:男性功能障碍:answer:男科5-13000.csv:911,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00253,negated,negated,0.95,rules,negated,0.95,negated,false,也有多种不同症,也有多种不同症,53,60,无,男性性功能障碍的症状因分类不同也有所区别，一般再次出现早泄、无法勃起、射精障碍、性欲冷淡等等多个方面症状，也有多种不同症状同时再次出现的情况。,dialogue_weak:男性功能障碍:answer:男科5-13000.csv:911,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00254,negated,negated,0.95,rules,negated,0.95,negated,false,CT,CT,38,40,没有,男性同志的前列腺囊肿假如是比较小的话是没有明显症状表现的，一般只能是通过超声CT判断其位置和大小，假如是比较大的话大多会有尿尿急小便次数频繁，尿不尽，排尿困难的情况，严重的可能还会出现男性的蛋蛋病变异常，出现尿结石，尿梗阻的现象。,dialogue_weak:前列腺囊肿:answer:男科5-13000.csv:920,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00255,negated,negated,0.95,rules,negated,0.95,negated,false,并有与原发疾病相应的症,并有与原发疾病相应的症,23,34,没有,在性生活时没有射精动作，在任何情况下都不排精，并有与原发疾病相应的症状体征，如前列腺炎、精囊腺结核或肿瘤引起的精道梗阻,dialogue_weak:不射精症:answer:男科5-13000.csv:926,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00256,negated,negated,0.95,rules,negated,0.95,negated,false,只有与其它病变并存时方出现症,只有与其它病变并存时方出现症,15,29,无,前列腺结石症状与表现常无症状，只有与其它病变并存时方出现症状。,dialogue_weak:前列腺结石:answer:男科5-13000.csv:965,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00257,negated,negated,0.95,rules,negated,0.95,negated,false,还有可能使病,还有可能使病,51,57,没有,千万不要盲目相信社会上流传一些治疗急性附睾炎的方法，因为那些方法有的没有科学道理，不但不可以把病治好，还有可能使病情加重，增加治疗的难度。,dialogue_weak:急性附睾炎:answer:男科5-13000.csv:986,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00258,negated,negated,0.95,rules,negated,0.95,negated,false,不是病,不是病,85,88,没有,你现在还没有结婚，性冲动比较强，平时性生活没有什么规律性，说不定什么时候能做一次，性神经处于极度兴奋状态，所以肯定会射精过快的，这个是没有规律性生活的男人的一个正常现象，不是病。,dialogue_weak:原发性早泄:answer:男科5-13000.csv:989,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00259,negated,negated,0.95,rules,negated,0.95,negated,false,不射精症,不射精症,38,42,没有,不射精，不射精是在性交时没有精液流出，也没有性高潮，它是射精障碍的一种表现，不射精症在男子性功能障碍中较为常见,dialogue_weak:性交障碍:answer:男科5-13000.csv:993,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00260,negated,negated,0.95,rules,negated,0.95,negated,false,任何症,任何症,52,55,没有,有一些人常规做体检的时候，做B超发现了前列腺里面有结石、钙化，经常来医院咨询这个需要怎么办，其实如果没有任何症状，观察即可，不需要药物或者手术处理,dialogue_weak:前列腺结石:answer:男科5-13000.csv:1019,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00261,negated,negated,0.95,rules,negated,0.95,negated,false,不需要药,不需要药,62,66,没有,有一些人常规做体检的时候，做B超发现了前列腺里面有结石、钙化，经常来医院咨询这个需要怎么办，其实如果没有任何症状，观察即可，不需要药物或者手术处理,dialogue_weak:前列腺结石:answer:男科5-13000.csv:1019,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00262,negated,negated,0.95,rules,negated,0.95,negated,false,而有些患者有慢性前列腺炎病,而有些患者有慢性前列腺炎病,13,26,没有,有些患者没有任何临床症状，而有些患者有慢性前列腺炎病史，而另一些患者有精子漏、早泄或性欲低下,dialogue_weak:死精症:answer:男科5-13000.csv:1031,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00263,negated,negated,0.95,rules,negated,0.95,negated,false,死精症一般症,死精症一般症,0,6,没有,死精症一般症状不同，有的没有症状，有的一般有前列腺病史，睾丸炎、精索炎等情况。,dialogue_weak:死精症:answer:男科5-13000.csv:1033,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00264,negated,negated,0.95,rules,negated,0.95,negated,false,有的一般有前列腺病,有的一般有前列腺病,17,26,没有,死精症一般症状不同，有的没有症状，有的一般有前列腺病史，睾丸炎、精索炎等情况。,dialogue_weak:死精症:answer:男科5-13000.csv:1033,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00265,negated,negated,0.95,rules,negated,0.95,negated,false,睾丸炎,睾丸炎,28,31,没有,死精症一般症状不同，有的没有症状，有的一般有前列腺病史，睾丸炎、精索炎等情况。,dialogue_weak:死精症:answer:男科5-13000.csv:1033,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00266,negated,negated,0.95,rules,negated,0.95,negated,false,精索炎,精索炎,32,35,没有,死精症一般症状不同，有的没有症状，有的一般有前列腺病史，睾丸炎、精索炎等情况。,dialogue_weak:死精症:answer:男科5-13000.csv:1033,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00267,negated,negated,0.95,rules,negated,0.95,negated,false,或有慢性前列腺炎病,或有慢性前列腺炎病,58,67,无,对于男性死精有什么症状这个问题呢，其实本病患者主要的症状表现主要包含了遗精、精子异常或早泄、性欲低下，或无临床表现，或有慢性前列腺炎病史等等，而且患者的这种疾病还会导致不孕这种疾病的出现，所以大家对于这个也是可以多向医生进行一些详细的了解的,dialogue_weak:死精症:answer:男科5-13000.csv:1035,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00268,negated,negated,0.95,rules,negated,0.95,negated,false,前列腺炎,前列腺炎,21,25,无,艾灸治疗慢性无菌性前列腺炎一般效果甚微的，前列腺炎要到具备专业资质的正规泌尿外科医院，实施科学规范的诊断治疗，明确病种及致病菌，再以药物和配套技术规范治疗。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:1051,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00269,negated,negated,0.95,rules,negated,0.95,negated,false,菌慢性前列腺炎,菌慢性前列腺炎,6,13,无,以上是对“无菌慢性前列腺炎做艾灸有多少天比较好？,dialogue_weak:前列腺炎:answer:男科5-13000.csv:1051,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00270,negated,negated,0.95,rules,negated,0.95,negated,false,器质性的炎症,器质性的炎症,24,30,排除,建议您去医院查前列腺的磁共振，性激素水平等，排除器质性的炎症。,dialogue_weak:阳痿:answer:男科5-13000.csv:1058,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00271,negated,negated,0.95,rules,negated,0.95,negated,false,由精神病,由精神病,29,33,无,性冷淡是指性欲缺乏，即对性生活毫无兴趣，也就是说性欲减退，由精神病理因素，疾病，过度疲劳等原因引起的，当然也不排除你女朋友是那种保守的女孩，婚前反对性生活史的。,dialogue_weak:性冷淡:answer:男科5-13000.csv:1115,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00272,negated,negated,0.95,rules,negated,0.95,negated,false,三型叫做慢性非细菌性前列腺炎,三型叫做慢性非细菌性前列腺炎,74,88,无,前列腺炎是泌尿外科的常见病，在泌尿外科50岁以下男性患者中占首位，从医学上可以分成四型，第一型叫做急性细菌性前列腺炎，第二型叫做慢性细菌性前列腺炎，三型叫做慢性非细菌性前列腺炎，四型叫做无症状性前列腺炎。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:1121,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00273,negated,negated,0.95,rules,negated,0.95,negated,false,可以口服还少胶囊,可以口服还少胶囊,5,13,无,如无转好，可以口服还少胶囊，或同房前口服万艾可或者希爱力来稳定同房质量。,dialogue_weak:男性功能障碍:answer:男科5-13000.csv:1218,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00274,negated,negated,0.95,rules,negated,0.95,negated,false,说软膏药,说软膏药,16,20,无,这个治疗方法无非就是消炎的，比如说软膏药膏擦擦，必须的话可以结合吃点消炎药，留意局部卫生。,dialogue_weak:包皮包茎:answer:男科5-13000.csv:1221,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00275,negated,negated,0.95,rules,negated,0.95,negated,false,必须的话可以结合吃点消炎药,必须的话可以结合吃点消炎药,24,37,无,这个治疗方法无非就是消炎的，比如说软膏药膏擦擦，必须的话可以结合吃点消炎药，留意局部卫生。,dialogue_weak:包皮包茎:answer:男科5-13000.csv:1221,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00276,negated,negated,0.95,rules,negated,0.95,negated,false,可以服食补肾益气药,可以服食补肾益气药,5,14,无,如无转好，可以服食补肾益气药物治疗。,dialogue_weak:阳痿:answer:男科5-13000.csv:1240,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00277,negated,negated,0.95,rules,negated,0.95,negated,false,症状或症,症状或症,1,5,无,无症状或症状较轻者，可穿弹力裤或用阴囊托带。,dialogue_weak:精索静脉曲张:answer:男科5-13000.csv:1241,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00278,negated,negated,0.95,rules,negated,0.95,negated,false,阴囊潮湿不是病,阴囊潮湿不是病,0,7,无,阴囊潮湿不是病态，因此如无其它不适，留意局部的清洁干燥即可。,dialogue_weak:阴囊湿疹:answer:男科5-13000.csv:1248,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00279,negated,negated,0.95,rules,negated,0.95,negated,false,身理症,身理症,0,3,无,身理症状有：性爱抚无反映或快感反映不足；,dialogue_weak:性冷淡:answer:男科5-13000.csv:1279,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00280,negated,negated,0.95,rules,negated,0.95,negated,false,晕眩等症,晕眩等症,57,61,无,肾虚一般分成肾阳虚和肾阴虚，你应当去医院看一下自己是哪种肾虚然后才好对症治疗，肾阳虚会再次出现腰膝酸软、两腿无力、晕眩等症状，肾阴虚会再次出现烦渴、咽干，所以要辨证论治调治。,dialogue_weak:阳痿:answer:男科5-13000.csv:1369,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00281,negated,negated,0.95,rules,negated,0.95,negated,false,损伤,损伤,8,10,无,非接触式治疗，无损伤,dialogue_weak:龟头炎:answer:男科5-13000.csv:1387,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00282,negated,negated,0.95,rules,negated,0.95,negated,false,可找中医号脉诊病,可找中医号脉诊病,57,65,无,根据你叙述的这种情况，首先要剔除过度疲劳引来，再就是剔除泌尿生殖器炎症，可到医院泌尿外科复诊，如果仔细检查无异常，可找中医号脉诊病，剔除肾虚等症，如果考虑是肾阴虚，可以服食补肾益气药物治疗，建议平时防止频繁的性生活，足量做一些体育运动，大幅提高机体体质,dialogue_weak:阳痿:answer:男科5-13000.csv:1392,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00283,negated,negated,0.95,rules,negated,0.95,negated,false,前列腺炎属于慢性炎症,前列腺炎属于慢性炎症,0,10,无,前列腺炎属于慢性炎症，如无明显症状，通常对人体纯良。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:1433,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00284,negated,negated,0.95,rules,negated,0.95,negated,false,明显症,明显症,13,16,无,前列腺炎属于慢性炎症，如无明显症状，通常对人体纯良。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:1433,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00285,negated,negated,0.95,rules,negated,0.95,negated,false,其病程缓慢易病,其病程缓慢易病,0,7,无,其病程缓慢易病发，症状以肌无力和感觉障碍为基础。,dialogue_weak:龟头炎:answer:男科5-13000.csv:1453,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00286,negated,negated,0.95,rules,negated,0.95,negated,false,能较好治疗护理病,能较好治疗护理病,15,23,无,该病病程约6周，在病程期间如果能较好治疗护理病情无特殊变动，病人都可康复，但病人有糖尿病，故在治疗中应及时叮嘱医生，避免出现其他治疗意外。,dialogue_weak:龟头炎:answer:男科5-13000.csv:1453,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00287,negated,negated,0.95,rules,negated,0.95,negated,false,但病人有糖尿病,但病人有糖尿病,37,44,无,该病病程约6周，在病程期间如果能较好治疗护理病情无特殊变动，病人都可康复，但病人有糖尿病，故在治疗中应及时叮嘱医生，避免出现其他治疗意外。,dialogue_weak:龟头炎:answer:男科5-13000.csv:1453,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00288,negated,negated,0.95,rules,negated,0.95,negated,false,你的情况不单是前列腺炎,你的情况不单是前列腺炎,9,20,无,无副作用，不会的，你的情况不单是前列腺炎的。,dialogue_weak:早泄:answer:男科5-13000.csv:1471,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00289,negated,negated,0.95,rules,negated,0.95,negated,false,可以口服补肾益气药,可以口服补肾益气药,84,93,无,这个是不正常的，如果，每个月的次数低于两次以上，这种情况就代表是属于肾虚，这种情况我们就要戒掉各种不良习惯，始终保持情绪稳定，多做锻练，增强体质，如果还是无法稳定的话，可以口服补肾益气药物治疗。,dialogue_weak:早泄:answer:男科5-13000.csv:1528,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00290,negated,negated,0.95,rules,negated,0.95,negated,false,确认病,确认病,53,56,无,所以治疗上不建议盲目药物治疗，首先去医院进行前列腺彩超、前列腺液（区分是细菌性还是无菌性的）等的仔细检查，确认病情再进行仔细检查，同时如果确认前列腺炎治疗期间建议喝水，不要久坐久骑，不吃刺激性的食物，不抽烟喝啤酒，有规律的性生活。,dialogue_weak:阴囊湿疹:answer:男科5-13000.csv:1556,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00291,negated,negated,0.95,rules,negated,0.95,negated,false,甚至病,甚至病,21,24,无,一些阳痿早泄患者治疗十多年，都是一无所获，甚至病情更加严重了。,dialogue_weak:阳痿:answer:男科5-13000.csv:1608,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00292,negated,negated,0.95,rules,negated,0.95,negated,false,首先考虑是由于前列腺炎,首先考虑是由于前列腺炎,12,23,无,再次出现射精无力的症状，首先考虑是由于前列腺炎，精囊炎引来的，也有可能是肾气亏虚再次出现的症状。,dialogue_weak:早泄:answer:男科5-13000.csv:1659,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00293,negated,negated,0.95,rules,negated,0.95,negated,false,阴囊潮湿不一定是病,阴囊潮湿不一定是病,0,9,无,阴囊潮湿不一定是病态，因此如无其它不适，注意局部的清洁干燥即可。,dialogue_weak:阴囊湿疹:answer:男科5-13000.csv:1660,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
